Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
Daysbel Hernández,27,"5' 10""",220,AAA,ATL,4.8,11.0,41%,13.9%,3.28,165,30,-,37.2,35,2,12,20,46,0.91,2.87,1.46
Will Klein,24,"6' 5""",230,AAA,KC,6.5,9.1,44%,12.0%,4.73,166,34,-,37.2,25,4,15,27,38,1.21,3.58,1.38
Jonathan Cannon,24,"6' 6""",225,AAA,CWS,4.3,8.4,43%,9.1%,4.22,168,8,8,37.2,39,3,23,18,35,0.97,5.5,1.51
James Meeker,29,"6' 4""",222,AAA,MIL,4.5,7.9,49%,12.3%,4.95,160,28,-,37.2,28,5,16,19,33,0.93,3.82,1.25
Yilber Diaz,24,"6' 0""",190,AAA,AZ,3.1,10.5,-,-,3.01,157,7,7,37.2,36,3,14,13,44,1.33,3.35,1.3
Nick Vespi,28,"6' 3""",235,AAA,BAL,7.2,11.1,42%,16.7%,4.01,189,24,-,37.1,49,2,32,30,46,1.14,7.71,2.12
Dinelson Lamet,32,"6' 3""",228,AAA,LAD,5.5,9.6,44%,13.3%,4.98,178,9,8,37.1,42,5,20,23,40,0.92,4.82,1.74
Dugan Darnell,27,"6' 2""",205,AAA,COL,4.6,10.9,48%,12.1%,3.44,170,36,1,37.1,41,3,20,19,45,0.94,4.82,1.61
Gus Varland,27,"6' 1""",213,AAA,CWS,3.1,9.9,-,-,4.39,170,32,1,37.1,45,6,31,13,41,1.06,7.47,1.55
Emmanuel Ramirez,30,"6' 2""",190,AAA,MIA,3.2,11.0,31%,16.8%,3.23,147,23,-,37.0,25,4,11,13,45,1.13,2.68,1.03
Michel Otañez,27,"6' 4""",218,AAA,OAK,6.1,13.4,51%,12.5%,3.52,171,29,-,37.0,30,2,22,25,55,0.74,5.35,1.49
Erik Sabrowski,26,"6' 4""",230,AAA,CLE,7.3,12.9,22%,13.0%,3.55,170,27,-,37.0,33,2,18,30,53,1.52,4.38,1.7
Eduardo Salazar,26,"6' 2""",177,AAA,SEA,3.7,5.4,-,-,4.61,168,11,7,37.0,50,3,23,15,22,0.54,5.59,1.76
Brandon Birdsell,24,"6' 2""",240,AAA,CHC,2.4,10.2,-,-,2.8,159,7,7,37.0,46,3,17,10,42,0.65,4.14,1.51
Chris Roycroft,27,"6' 8""",230,AAA,STL,3.5,9.4,66%,6.1%,2.98,156,30,-,36.1,31,2,9,14,38,0.57,2.23,1.24
Cody Stashak,30,"6' 2""",180,AAA,SF,3.0,10.9,29%,13.6%,4.64,162,27,-,36.1,45,8,22,12,44,2.05,5.45,1.57
Michael Flynn,28,"6' 4""",185,AAA,LAD,3.7,12.4,32%,13.3%,4.53,156,28,-,36.1,29,7,20,15,50,1.52,4.95,1.21
Corbin Martin,28,"6' 2""",225,AAA,BAL,7.4,8.4,88%,14.1%,5.06,183,31,-,36.1,49,3,23,30,34,0.94,5.7,2.17
Miguel Díaz,29,"6' 0""",224,AAA,DET,2.7,9.7,-,-,2.04,157,29,1,36.1,36,0,19,11,39,1.0,4.71,1.29
Dylan Coleman,27,"6' 5""",235,AAA,HOU,10.5,10.5,39%,11.3%,5.51,176,36,-,36.0,28,2,26,42,42,1.11,6.5,1.94
Robert Gsellman,31,"6' 4""",237,AAA,WSH,4.8,8.5,46%,12.8%,4.51,169,17,4,36.0,45,4,35,19,34,0.82,8.75,1.78
Daniel Camarena,31,"6' 0""",210,AAA,SD,6.3,7.3,38%,12.3%,8.53,182,14,7,36.0,51,13,39,25,29,0.88,9.75,2.11
Cody Morris,27,"6' 4""",205,AAA,NYY,6.5,10.5,39%,11.6%,4.28,163,24,2,36.0,27,3,17,26,42,1.2,4.25,1.47
Deivi García,25,"5' 9""",190,AAA,CWS,5.8,10.3,36%,13.7%,4.7,161,35,-,36.0,34,4,28,23,41,1.23,7.0,1.58
Carlos Tavera,25,"6' 1""",195,AAA,BAL,7.0,7.3,-,-,7.62,181,11,4,36.0,50,10,33,28,29,1.15,8.25,2.17
Jorge Benitez,25,"6' 2""",155,AAA,BOS,8.8,10.9,38%,11.9%,5.93,179,26,-,35.2,37,5,32,35,43,0.84,8.07,2.02
Nolan Watson,27,"6' 2""",195,AAA,SD,3.3,9.6,33%,7.4%,6.3,160,8,8,35.2,40,11,27,13,38,1.13,6.81,1.49
Andrew Bellatti,33,"6' 1""",190,AAA,PHI,7.6,8.8,24%,10.5%,5.76,171,38,-,35.2,27,4,21,30,35,1.32,5.3,1.6
Francisco Pérez,27,"6' 2""",227,AAA,OAK,5.1,12.4,44%,15.8%,5.44,171,34,-,35.2,47,9,31,20,49,0.72,7.82,1.88
Nick Fraze,26,"6' 3""",180,AAA,TOR,3.5,8.8,38%,4.6%,4.59,157,17,4,35.2,33,5,15,14,35,1.15,3.79,1.32
Parker Dunshee,29,"6' 0""",215,AAA,ATL,3.5,10.6,36%,13.0%,2.18,150,18,-,35.2,29,0,10,14,42,1.33,2.52,1.21
Tyler Alexander,30,"6' 2""",203,AAA,TB,1.5,8.3,-,-,3.68,151,7,5,35.2,39,5,18,6,33,1.35,4.54,1.26
Justin Bruihl,27,"6' 2""",215,AAA,PIT,4.5,9.1,-,-,3.83,161,30,-,35.2,30,1,12,18,36,0.84,3.03,1.35
Triston McKenzie,27,"6' 5""",165,AAA,CLE,6.6,10.6,-,-,5.25,164,8,8,35.2,38,6,23,26,42,1.76,5.8,1.79
Jordan Balazovic,25,"6' 5""",215,AAA,MIN,3.8,12.5,53%,13.7%,2.89,163,24,1,35.1,38,3,22,15,49,0.46,5.6,1.5
Trevor Brigden,28,"6' 3""",210,AAA,TB,3.8,11.5,25%,11.2%,4.97,159,32,-,35.1,43,8,30,15,45,2.93,7.64,1.64
Nick Bennett,26,"6' 4""",210,AAA,MIL,3.6,5.9,38%,10.6%,5.02,160,16,4,35.1,38,5,20,14,23,1.15,5.09,1.47
Gerardo Reyes,31,"5' 11""",195,AAA,OAK,5.4,12.7,14%,11.5%,5.19,147,34,-,35.1,20,8,19,21,50,2.24,4.84,1.16
Janson Junk,28,"6' 2""",197,AAA,MIL,3.8,8.9,43%,8.1%,3.86,148,18,3,35.1,30,3,10,15,35,0.81,2.55,1.27
Luis Contreras,28,"6' 1""",175,AAA,HOU,4.6,10.3,48%,8.8%,3.74,138,36,-,35.0,16,3,7,18,40,1.14,1.8,0.97
Logan Gillaspie,27,"6' 2""",215,AAA,SD,3.6,8.0,45%,13.0%,4.11,150,34,-,35.0,32,4,14,14,31,1.09,3.6,1.31
Stephen Gonsalves,30,"6' 5""",218,AAA,COL,10.8,11.8,-,-,5.91,177,32,-,35.0,32,4,26,42,46,2.18,6.69,2.11
James Kaprielian,30,"6' 3""",225,AAA,TOR,6.4,6.9,-,-,7.23,174,9,9,35.0,45,9,27,25,27,1.24,6.94,2.0
Ricky Vanasco,25,"6' 3""",180,AAA,DET,6.9,10.3,-,-,4.06,157,32,-,35.0,25,2,10,27,40,1.21,2.57,1.49
Harold Chirino,26,"6' 2""",173,AAA,MIL,7.8,8.3,47%,13.0%,5.66,173,30,-,34.2,44,4,18,30,32,1.1,4.67,2.13
Austin Davis,31,"6' 4""",235,AAA,SD,4.9,11.9,45%,12.0%,2.62,149,35,-,34.2,25,0,13,19,46,0.93,3.38,1.27
Trey McGough,26,"6' 3""",195,AAA,BAL,3.9,8.1,25%,13.8%,3.46,140,16,-,34.2,23,2,8,15,31,1.22,2.08,1.1
Valente Bellozo,24,"5' 10""",208,AAA,MIA,4.4,8.6,31%,9.1%,5.6,156,8,7,34.2,33,7,18,17,33,1.29,4.67,1.44
Juan Sanchez,23,"5' 9""",165,AAA,SF,7.3,9.2,48%,14.3%,4.55,149,23,-,34.1,17,2,15,28,35,0.91,3.93,1.31
Edwin Uceta,26,"6' 0""",155,AAA,TB,4.2,12.3,29%,15.4%,5.08,158,22,-,34.1,38,8,22,16,47,1.5,5.77,1.57
Matt Carasiti,33,"6' 2""",205,AAA,ATL,6.8,11.8,-,-,4.08,158,31,-,34.1,30,3,19,26,45,0.75,4.98,1.63
Chasen Shreve,34,"6' 4""",180,AAA,COL,3.2,9.2,-,-,4.58,131,31,-,34.1,17,6,10,12,35,1.28,2.62,0.84
Ken Giles,33,"6' 3""",197,AAA,ATL,4.2,13.2,45%,17.5%,4.52,146,36,-,34.0,27,7,21,16,50,0.89,5.56,1.26
Cam Alldred,28,"6' 3""",205,AAA,PIT,4.8,9.0,46%,12.4%,4.02,156,9,9,34.0,39,3,26,18,34,0.78,6.88,1.68
Justus Sheffield,28,"5' 10""",224,AAA,CIN,5.3,7.7,-,-,4.88,161,10,8,34.0,40,4,26,20,29,0.87,6.88,1.76
Bryan King,27,"6' 1""",205,AAA,HOU,3.7,11.0,53%,12.4%,2.57,137,31,-,33.2,24,1,7,14,41,0.65,1.87,1.13
Ron Marinaccio,29,"6' 2""",205,AAA,NYY,3.2,9.1,54%,10.9%,3.29,135,29,-,33.2,22,2,8,12,34,0.88,2.14,1.01
Eduardo Salazar,26,"6' 2""",177,AAA,LAD,3.2,5.6,59%,8.2%,4.56,153,7,7,33.2,47,3,21,12,21,0.5,5.61,1.75
Quinn Priester,23,"6' 3""",210,AAA,PIT,1.9,9.6,53%,15.9%,2.54,135,7,7,33.2,29,2,12,7,36,0.48,3.21,1.07
Amir Garrett,32,"6' 5""",239,AAA,LAA,4.3,11.5,28%,15.2%,4.28,151,26,2,33.2,34,5,19,16,43,1.2,5.08,1.49
Bryce Tassin,27,"6' 2""",209,AAA,DET,4.5,9.4,49%,13.8%,6.12,148,21,3,33.2,30,8,14,17,35,0.72,3.74,1.4
Mitch White,29,"6' 3""",210,AAA,MIL,4.0,10.7,-,-,3.38,155,14,3,33.2,40,2,21,15,40,1.2,5.61,1.63
Matt Bowman,33,"6' 0""",185,AAA,BAL,2.4,11.0,-,-,3.11,131,27,-,33.2,24,4,7,9,41,0.78,1.87,0.98
Cody Poteet,30,"6' 1""",190,AAA,NYY,3.0,10.3,44%,9.7%,3.47,135,7,7,33.1,26,4,15,11,38,0.82,4.05,1.11
Jeff Brigham,32,"6' 0""",195,AAA,MIN,5.9,12.4,20%,20.6%,5.35,146,27,-,33.1,31,7,19,22,46,3.09,5.13,1.59
Tommy Nance,33,"6' 6""",235,AAA,SD,2.2,9.5,55%,7.5%,3.65,150,26,-,33.1,43,4,15,8,35,0.79,4.05,1.53
Nick Dombkowski,26,"6' 2""",210,AAA,PIT,6.8,8.6,46%,1.8%,5.1,156,14,5,33.1,36,4,16,25,32,1.25,4.32,1.83
Joey Cantillo,24,"6' 4""",225,AAA,CLE,5.7,12.2,-,-,3.65,147,9,8,33.1,28,3,11,21,45,1.0,2.97,1.47
Chasen Shreve,34,"6' 4""",180,AAA,NYY,3.2,9.5,-,-,3.44,125,30,-,33.1,14,3,7,12,35,1.17,1.89,0.78
Taylor Lehman,28,"6' 8""",240,AAA,PHI,7.9,10.1,50%,11.9%,6.14,151,38,-,33.0,30,6,21,29,37,0.61,5.73,1.79
Aaron Rozek,29,"6' 2""",225,AAA,MIN,4.1,6.3,36%,6.9%,4.72,155,8,7,33.0,41,3,24,15,23,1.48,6.55,1.7
Ben Heller,33,"6' 3""",210,AAA,PIT,3.6,15.0,29%,20.2%,3.69,135,30,-,33.0,20,6,13,13,55,1.1,3.55,1.0
Joe Jacques,29,"6' 4""",210,AAA,AZ,5.2,7.9,72%,1.9%,3.44,156,30,-,33.0,36,0,22,19,29,0.77,6.0,1.67
Bailey Horn,26,"6' 2""",210,AAA,BOS,6.6,10.6,46%,14.6%,4.99,149,25,1,33.0,28,5,19,24,39,0.93,5.18,1.58
Joel Kuhnel,29,"6' 5""",290,AAA,TB,3.0,6.0,-,-,2.96,139,28,-,33.0,34,0,10,11,22,0.54,2.73,1.36
Gus Varland,27,"6' 1""",213,AAA,LAD,3.6,9.9,36%,14.5%,4.47,151,28,1,32.2,40,5,29,13,36,1.03,7.99,1.62
Trey Wingenter,30,"6' 7""",237,AAA,DET,4.7,13.2,39%,15.6%,3.7,146,26,-,32.2,31,4,12,17,48,0.68,3.31,1.47
Wily Peralta,35,"6' 1""",261,AAA,PIT,3.9,8.0,41%,9.8%,5.53,145,17,4,32.2,35,7,27,14,29,1.03,7.44,1.5
Kenyon Yovan,26,"6' 2""",221,AAA,LAA,4.1,6.9,44%,14.0%,4.44,148,25,-,32.2,39,3,19,15,25,1.16,5.23,1.65
Julio Teheran,33,"6' 2""",205,AAA,CHC,3.0,10.2,32%,10.5%,5.53,160,8,8,32.2,48,8,32,11,37,1.31,8.82,1.81
Jack Dreyer,25,"6' 2""",205,AAA,LAD,1.4,11.0,25%,14.3%,2.39,128,28,-,32.2,26,3,8,5,40,1.59,2.2,0.95
Andre Granillo,24,"6' 4""",250,AAA,STL,6.1,9.6,14%,9.1%,5.5,149,25,-,32.2,31,6,24,22,35,1.77,6.61,1.62
Dan Altavilla,31,"5' 11""",220,AAA,KC,5.0,9.7,42%,11.9%,4.32,132,30,-,32.1,24,4,14,18,35,0.83,3.9,1.3
Daniel Robert,29,"6' 4""",210,AAA,TEX,2.8,11.7,33%,13.1%,2.42,124,27,-,32.1,15,2,8,10,42,0.87,2.23,0.77
Walker Buehler,30,"6' 2""",185,AAA,LAD,4.5,9.7,40%,12.6%,4.14,149,8,8,32.1,39,4,18,16,35,1.36,5.01,1.7
Kade Strowd,26,"6' 2""",200,AAA,BAL,7.2,13.1,56%,18.4%,5.32,157,30,-,32.1,37,6,28,26,47,0.5,7.79,1.95
Ryan Zeferjahn,26,"6' 5""",209,AAA,LAA,5.0,10.9,-,-,4.63,143,23,1,32.1,25,4,17,18,39,1.39,4.73,1.33
Michael Petersen,30,"6' 7""",195,AAA,LAD,2.3,11.8,41%,10.1%,1.73,122,34,-,32.0,17,1,6,8,42,2.44,1.69,0.78
Mason Hickman,25,"6' 6""",225,AAA,CLE,5.9,12.1,31%,13.4%,7.14,151,25,-,32.0,32,11,24,21,43,1.79,6.75,1.66
Clayton Beeter,25,"6' 2""",220,AAA,NYY,5.9,12.4,46%,15.1%,2.83,134,7,7,32.0,17,1,9,21,44,0.86,2.53,1.19
Matt Gage,31,"6' 3""",265,AAA,NYM,4.5,11.8,-,-,3.29,142,32,-,32.0,30,3,17,16,42,0.93,4.78,1.44
Ian Seymour,25,"6' 0""",210,AAA,TB,2.5,10.7,-,-,3.89,136,6,6,32.0,27,5,9,9,38,1.73,2.53,1.13
Devin Smeltzer,28,"6' 3""",195,AAA,MIA,3.7,9.1,30%,10.9%,5.48,140,24,-,31.2,28,6,13,13,32,1.77,3.69,1.29
Chris Rodriguez,26,"6' 2""",185,AAA,AZ,8.0,8.0,38%,8.9%,6.28,152,22,1,31.2,36,5,22,28,28,0.84,6.25,2.02
Justin Jarvis,24,"6' 2""",183,AAA,NYM,5.1,7.4,31%,7.2%,6.05,158,13,4,31.2,41,6,22,18,26,1.5,6.25,1.86
Logan Allen,25,"6' 0""",190,AAA,CLE,3.7,7.1,-,-,5.86,129,6,6,31.2,26,7,16,13,25,0.73,4.55,1.23
J.P. Feyereisen,31,"6' 2""",215,AAA,LAD,3.2,6.6,47%,10.4%,4.87,141,26,4,31.1,37,5,21,11,23,1.12,6.03,1.53
Riley Pint,26,"6' 5""",225,AAA,COL,8.3,14.9,32%,12.5%,3.23,141,28,-,31.1,17,0,10,29,52,0.95,2.87,1.47
Daniel Palencia,24,"5' 11""",160,AAA,CHC,5.5,15.5,38%,13.7%,3.01,139,27,1,31.1,25,3,19,19,54,1.44,5.46,1.4
Nick Ramirez,35,"6' 4""",232,AAA,LAD,1.2,7.5,77%,19.4%,3.26,127,24,2,31.1,34,3,14,4,26,0.63,4.02,1.21
Josh Winckowski,26,"6' 4""",215,AAA,BOS,1.7,8.3,43%,12.4%,2.43,138,7,6,31.1,33,1,10,6,29,0.77,2.87,1.24
Matt Festa,31,"6' 1""",195,AAA,NYM,2.9,10.1,46%,15.0%,2.53,133,27,-,31.1,29,1,11,10,35,1.19,3.16,1.24
Angel Macuare,24,"6' 2""",250,AAA,MIA,4.6,8.6,-,-,5.1,145,18,2,31.1,39,5,24,16,30,1.52,6.89,1.76
Jonah Dipoto,27,"6' 1""",225,AAA,PHI,5.2,7.5,-,-,6.67,148,25,2,31.1,31,7,18,18,26,1.16,5.17,1.56
Ian Anderson,26,"6' 3""",170,AAA,ATL,3.2,8.6,-,-,3.59,133,6,6,31.1,30,3,14,11,30,0.41,4.02,1.31
Noah Cameron,25,"6' 3""",220,AAA,KC,2.3,10.3,-,-,2.59,121,5,5,31.1,22,2,6,8,36,1.0,1.72,0.96
John McMillon,26,"6' 3""",230,AAA,MIA,7.8,10.6,-,-,6.45,151,29,-,31.1,31,7,22,27,37,0.83,6.32,1.85
Adam Kolarek,35,"6' 3""",215,AAA,LAA,5.2,9.6,60%,9.1%,4.59,150,31,-,31.0,43,4,24,18,33,0.67,6.97,1.97
John Doxakis,26,"6' 4""",215,AAA,CLE,8.4,8.7,46%,8.4%,6.33,155,20,-,31.0,33,4,25,29,30,0.6,7.26,2.0
Colin Selby,26,"6' 2""",220,AAA,BAL,4.7,11.3,-,-,4.1,138,29,-,31.0,27,4,19,16,39,0.69,5.52,1.39
Aaron Shortridge,27,"6' 3""",215,AAA,PIT,4.7,7.6,-,-,5.68,144,7,6,31.0,33,6,21,16,26,1.96,6.1,1.58
Brett de Geus,26,"6' 2""",190,AAA,MIA,3.5,6.7,-,-,4.23,144,33,-,31.0,41,3,22,12,23,0.52,6.39,1.71
Tommy Doyle,28,"6' 6""",244,AAA,ATL,4.4,10.3,32%,13.5%,4.19,130,25,-,30.2,23,4,12,15,35,1.15,3.52,1.24
Matt Bowman,33,"6' 0""",185,AAA,MIN,2.4,10.3,31%,11.2%,3.4,121,25,-,30.2,24,4,7,8,35,0.8,2.05,1.04
Tyler Duffey,33,"6' 3""",220,AAA,KC,3.2,10.0,55%,14.7%,2.9,127,23,-,30.2,24,2,8,11,34,0.93,2.35,1.14
Jonathan Heasley,27,"6' 3""",225,AAA,BAL,2.4,7.9,43%,10.7%,3.6,124,10,3,30.2,29,3,9,8,27,1.11,2.64,1.21
John McMillon,26,"6' 3""",230,AAA,KC,7.7,10.4,40%,13.9%,6.59,147,28,-,30.1,31,7,22,26,35,0.86,6.53,1.88
Diego Castillo,30,"6' 3""",268,AAA,MIN,5.9,10.7,55%,12.9%,3.77,144,33,-,30.1,32,2,17,20,36,0.67,5.04,1.71
Cole Sulser,34,"6' 1""",190,AAA,NYM,4.8,10.1,53%,12.6%,4.36,121,24,1,30.1,16,4,5,16,34,0.54,1.48,1.05
Brett de Geus,26,"6' 2""",190,AAA,SEA,3.3,6.3,60%,7.0%,4.3,140,32,-,30.0,41,3,22,11,21,0.53,6.6,1.73
Yacksel Ríos,31,"6' 3""",215,AAA,NYM,6.6,9.0,40%,12.4%,4.57,135,27,-,30.0,25,2,11,22,30,1.29,3.3,1.57
Connor Cooke,24,"6' 1""",203,AAA,TOR,7.8,9.0,30%,11.0%,5.1,141,31,-,30.0,25,3,16,26,30,1.5,4.8,1.7
Max Lazar,25,"6' 1""",200,AAA,PHI,2.7,10.5,64%,11.2%,2.4,123,26,-,30.0,22,1,8,9,35,0.77,2.4,1.03
Jeffrey Springs,31,"6' 3""",218,AAA,TB,1.2,9.3,-,-,2.93,126,9,9,30.0,33,3,15,4,31,1.43,4.5,1.23
Alex Young,30,"6' 3""",220,AAA,NYM,3.3,7.8,-,-,3.73,122,30,-,30.0,22,2,10,11,26,0.58,3.0,1.1
Connor Noland,25,"6' 2""",215,AAA,CHC,2.7,9.0,-,-,2.97,131,6,5,30.0,30,2,9,9,30,1.07,2.7,1.3
Vinny Nittoli,33,"6' 1""",210,AAA,NYM,3.6,12.9,-,-,3.9,127,26,-,30.0,27,5,12,12,43,1.26,3.6,1.3
Jon Duplantier,30,"6' 4""",229,AAA,LAD,8.4,8.1,29%,14.6%,5.27,145,18,2,30.0,33,2,18,28,27,1.39,5.4,2.03
Rob Zastryzny,32,"6' 3""",205,AAA,MIL,3.3,11.8,42%,15.4%,3.0,120,30,-,29.2,20,3,10,11,39,1.17,3.03,1.04
Orlando Ribalta,26,"6' 7""",245,AAA,WSH,4.3,11.2,-,-,3.54,124,28,-,29.2,23,3,12,14,37,2.27,3.64,1.25
Omar Cruz,25,"6' 0""",210,AAA,SD,3.3,11.5,-,-,2.17,112,9,2,29.2,16,1,8,11,38,1.24,2.43,0.91
Josh Walker,29,"6' 6""",225,AAA,PIT,6.7,12.1,-,-,3.82,132,26,-,29.2,18,2,11,22,40,0.92,3.34,1.35
Luis Frías,26,"6' 3""",245,AAA,TOR,4.3,9.4,-,-,5.05,134,26,-,29.2,28,5,13,14,31,1.0,3.94,1.42
Kirby Snead,29,"6' 1""",218,AAA,SEA,4.3,9.2,63%,11.8%,5.57,139,32,-,29.1,35,6,28,14,30,0.36,8.59,1.67
Eric Lauer,29,"6' 3""",209,AAA,PIT,3.4,11.4,26%,10.9%,4.58,127,8,6,29.1,31,6,18,11,37,1.94,5.52,1.43
Tim Brennan,27,"6' 4""",212,AAA,TEX,7.4,4.6,52%,4.7%,6.74,136,10,10,29.1,33,4,19,24,15,0.79,5.83,1.94
Nick Mikolajchak,26,"6' 2""",215,AAA,CLE,6.8,5.8,47%,9.2%,5.95,134,28,-,29.1,31,4,13,22,19,1.38,3.99,1.81
Zach Maxwell,23,"6' 6""",275,AAA,CIN,7.4,13.2,50%,26.1%,3.17,133,30,-,29.1,24,1,15,24,43,2.5,4.6,1.64
Grant Holman,24,"6' 6""",250,AAA,OAK,4.0,9.2,-,-,3.03,114,23,-,29.1,13,1,3,13,30,1.04,0.92,0.89
Ty Buttrey,31,"6' 6""",240,AAA,SEA,4.3,9.6,43%,11.9%,5.2,140,29,1,29.0,39,6,29,14,31,1.07,9.0,1.83
Ben Bowden,29,"6' 4""",249,AAA,ATL,5.3,10.9,36%,13.1%,4.55,129,27,-,29.0,26,4,13,17,35,1.23,4.03,1.48
Scott McGough,34,"5' 11""",190,AAA,AZ,5.0,9.3,29%,9.4%,3.68,128,26,-,29.0,27,2,10,16,30,1.12,3.1,1.48
Pedro Santos,24,"6' 4""",205,AAA,OAK,6.5,11.2,-,-,5.44,135,25,-,29.0,25,5,18,21,36,1.5,5.59,1.59
Mason Englert,24,"6' 4""",206,AAA,DET,3.8,12.9,51%,18.8%,3.63,116,21,-,28.2,20,4,8,12,41,0.86,2.51,1.12
Hunter Stanley,26,"5' 11""",203,AAA,CLE,4.1,9.7,36%,12.8%,5.61,136,13,4,28.2,38,7,19,13,31,1.7,5.97,1.78
Josh Walker,29,"6' 6""",225,AAA,NYM,6.6,12.2,52%,18.8%,3.8,126,25,-,28.2,16,2,9,21,39,0.92,2.83,1.29
Elieser Hernández,29,"6' 1""",214,AAA,LAD,2.5,10.7,26%,13.6%,2.56,114,6,5,28.2,22,2,9,8,34,2.57,2.83,1.05
Kaleb Ort,32,"6' 4""",248,AAA,HOU,5.7,11.9,-,-,3.34,133,30,-,28.2,30,2,19,18,38,1.47,5.97,1.67
Jayvien Sandridge,25,"6' 5""",220,AAA,SD,9.1,11.6,-,-,6.18,137,23,-,28.2,24,5,16,29,37,1.25,5.02,1.85
Jordan Holloway,28,"6' 6""",230,AAA,SEA,14.6,12.4,35%,9.0%,7.19,159,31,-,28.1,30,4,31,46,39,1.2,9.85,2.68
Tyler Ferguson,30,"6' 4""",225,AAA,OAK,3.5,13.7,46%,18.4%,2.06,130,26,-,28.1,27,0,11,11,43,0.91,3.49,1.34
Joey Estes,22,"6' 2""",190,AAA,OAK,3.2,8.3,37%,11.2%,5.76,125,6,6,28.1,31,7,19,10,26,1.19,6.04,1.45
José Marte,28,"6' 3""",180,AAA,LAA,4.1,10.5,61%,13.6%,2.81,116,25,-,28.1,19,1,7,13,33,0.52,2.22,1.13
Ty Blach,33,"6' 1""",215,AAA,COL,1.3,4.8,53%,8.8%,4.41,106,9,6,28.1,21,4,9,4,15,0.47,2.86,0.88
Ryder Ryan,29,"6' 2""",205,AAA,PIT,3.2,6.0,62%,16.3%,5.8,119,23,-,28.1,26,6,14,10,19,0.75,4.45,1.27
Chase Silseth,24,"6' 0""",217,AAA,LAA,5.7,5.1,-,-,6.87,131,7,7,28.1,33,6,20,18,16,1.25,6.35,1.8
Tyler Zuber,29,"5' 11""",195,AAA,NYM,4.5,11.4,32%,13.7%,4.55,121,27,-,28.1,24,5,12,14,36,1.71,3.81,1.34
Michael Arias,22,"6' 0""",155,AAA,CHC,9.0,11.9,-,-,5.27,141,24,-,28.0,30,3,17,28,37,1.15,5.46,2.07
Jesus Tinoco,29,"6' 4""",258,AAA,KC,3.5,11.9,-,-,3.24,116,21,-,28.0,26,3,12,11,37,1.16,3.86,1.32
Jared Kollar,26,"6' 0""",195,AAA,SD,3.2,7.4,-,-,4.59,119,6,6,28.0,26,4,16,10,23,1.68,5.14,1.29
Stevie Branche,27,"6' 4""",205,AAA,CIN,8.8,10.1,39%,7.5%,6.62,138,24,-,27.2,29,5,16,27,31,0.92,5.2,2.02
Thomas Ponticelli,27,"6' 1""",205,AAA,COL,9.4,3.9,34%,7.8%,10.77,162,10,8,27.2,52,11,46,29,12,0.86,14.96,2.93
Austin Bergner,27,"6' 5""",210,AAA,DET,7.2,9.1,48%,8.3%,6.07,146,9,8,27.2,41,5,29,22,28,1.08,9.43,2.28
Adam Oller,29,"6' 4""",225,AAA,CLE,5.9,10.7,40%,10.5%,5.74,125,12,6,27.2,26,6,23,18,33,1.0,7.48,1.59
Adisyn Coffey,25,"6' 2""",185,AAA,CWS,4.6,9.8,-,-,3.02,115,28,-,27.2,20,1,6,14,30,0.96,1.95,1.23
Noah Murdock,26,"6' 8""",205,AAA,KC,7.2,9.1,-,-,4.01,122,22,-,27.2,19,0,11,22,28,0.36,3.58,1.48
Zach Jackson,29,"6' 4""",230,AAA,OAK,12.2,11.9,27%,10.9%,6.56,142,30,-,27.1,28,4,27,37,36,1.56,8.89,2.38
Paul Skenes,22,"6' 6""",235,AAA,PIT,2.6,14.8,51%,17.3%,1.24,105,7,7,27.1,17,1,3,8,45,0.59,0.99,0.91
Brad Wieck,32,"6' 8""",257,AAA,CHC,3.3,9.6,37%,11.4%,4.31,120,21,-,27.1,25,4,15,10,29,1.45,4.94,1.28
Keegan Thompson,29,"6' 1""",210,AAA,CHC,3.3,12.5,36%,16.0%,3.16,105,20,-,27.1,15,3,9,10,38,1.22,2.96,0.91
Joe Gunkel,32,"6' 5""",225,AAA,MIN,2.0,3.6,53%,6.1%,6.41,136,9,7,27.1,52,7,32,6,11,0.61,10.54,2.12
Kris Bubic,27,"6' 3""",225,AAA,KC,3.3,9.6,-,-,2.76,114,9,5,27.1,23,1,8,10,29,1.04,2.63,1.21
Joel Kuhnel,29,"6' 5""",290,AAA,MIL,2.6,5.6,-,-,2.94,113,22,-,27.1,27,0,7,8,17,0.5,2.3,1.28
Evan Gates,26,"6' 0""",210,AAA,SF,4.0,8.6,-,-,4.53,130,15,-,27.1,36,4,18,12,26,0.93,5.93,1.76
Garrett Stallings,27,"6' 2""",200,AAA,BAL,4.3,8.3,38%,9.6%,4.35,125,11,4,27.0,31,3,17,13,25,1.12,5.67,1.63
Grant Hartwig,26,"6' 5""",235,AAA,NYM,5.0,8.7,47%,8.5%,3.87,123,24,-,27.0,22,1,12,15,26,1.2,4.0,1.37
Forrest Whitley,26,"6' 7""",208,AAA,HOU,2.7,12.7,27%,15.7%,3.31,112,26,-,27.0,23,4,7,8,38,0.56,2.33,1.15
Tom Cosgrove,28,"6' 2""",190,AAA,SD,4.7,10.7,26%,11.7%,4.05,119,29,-,27.0,21,3,15,14,32,1.08,5.0,1.3
